name,population,address,email,contact_person,title,phone,district
臺中市北屯區平陽社區發展協會,"5,724 人",臺中市北屯區平陽里大連路1段289號,,張連進,理事長,04-22928234,北屯區
臺中市北屯區松和社區發展協會,"7,850 人",臺中市北屯區松和里昌平路二段金谷巷12弄4號,,賴天權,理事長,04-22436300,北屯區
臺中市北屯區松安社區發展協會,"5,684 人",臺中市北屯區松安里北屯區崇德六路一段31巷8號,,劉育華,理事長,0933021949,北屯區
臺中市北屯區松茂社區發展協會,"5,994 人",臺中市北屯區松茂里松義街257巷11號,jason105173@gmail.com,劉翎婕,執行長,04-22431078,北屯區
臺中市北屯區松勇社區發展協會,"6,165 人",臺中市北屯區松竹路2段86巷68弄5號,meichih89@taichung.gov.tw,康連員,理事長,0955-808125,北屯區
臺中市北屯區平安社區發展協會,"6,069 人",臺中市北屯區平安里9鄰北平路4段46之8號,,吳亞君,理事長,04-22376057,北屯區
臺中市北屯區平興社區發展協會,"7,958 人",臺中市北屯區平興里興安路2段68號3樓,,陳碧月,總幹事,0972-623616,北屯區
臺中市北屯區平田社區發展協會,"6,726 人",臺中市北屯區平田里7鄰遼陽五街13號,chenling1357@gmail.com,陳麗鶯,理事長,0955-988-938,北屯區
臺中市北屯區平昌社區發展協會,"5,046 人",臺中市北屯區平昌里文昌東10街27號,oct90138@taichung.gov.tw,劉慶雲,理事長,04-22338970,北屯區
臺中市北屯區平福社區發展協會,"4,185 人",臺中市北屯區平福里昌平路一段109-2號,lccbiolinlin@gmail.com,林國森,理事長,04-22441749,北屯區
臺中市北屯區平心社區發展協會,"5,667 人",臺中市北屯區平心里北屯區和祥七街130號,,王昱中,理事長,0975568113,北屯區
臺中市北屯區平順社區發展協會,"3,623 人",臺中市北屯區平順里柳陽西街68號,bt712@taichung.gov.tw,賴錫賢,理事長,04-22491989,北屯區
臺中市北屯區舊社社區發展協會,"15,223 人",臺中市北屯區舊社里建和路2段318號,,林宗憲,理事長,0933-403154,北屯區
臺中市北屯區北京社區發展協會,"3,545 人",臺中市北屯區北京里太原路三段352巷68號,,賴永雄,理事長,0937-727173,北屯區
臺中市北屯區北屯社區發展協會,"3,886 人",臺中市北屯區北屯里太原路3段265號,,張惠英,理事長,0932-508620,北屯區
臺中市北屯區三和社區發展協會,"6,528 人",臺中市北屯區三和里東光路734號,,黃山炎,理事長,0910525993,北屯區
臺中市北屯區三光社區發展協會,"8,086 人",臺中市北屯區三光里三光北一街110號,,張淑娥,理事長,04-22316497,北屯區
臺中市北屯區仁愛社區發展協會,"1,157 人",臺中市北屯區仁愛里水湳路2-10號,,張耀祖,理事長,(04)22951839,北屯區
臺中市北屯區平德社區發展協會,"7,450 人",臺中市北屯區平德里北屯區北平路3段34號,c48382002@yahoo.com.tw,林岳宏,總幹事,0932-625599,北屯區
臺中市北屯區北興社區發展協會,"3,671 人",臺中市北屯區北興里北華街210號,2556@entrust.com.tw,莊正宗,理事長,04-22319585,北屯區
臺中市北屯區松竹社區發展協會,"11,153 人",臺中市北屯區松竹里崇德六路100號12樓之2,f58208@taichung.gov.tw,王秀琴,總幹事,0937-584167,北屯區
臺中市北屯區仁和社區發展協會,"11,322 人",臺中市北屯區仁和里崇德路3段317巷158號,abc490913@yahoo.com.tw,林翠煖,總幹事,0927666655,北屯區
臺中市北屯區四民社區發展協會,"2,678 人",臺中市北屯區四民里8鄰昌平路2段58之1號,wany45wany@gmail.com,游天機,理事長,04-24228888,北屯區
臺中市北屯區同榮社區發展協會,"6,197 人",臺中市北屯區同榮里同榮路86號,meichih89@taichung.gov.tw,黃麗娟,理事長,922758969,北屯區
臺中市北屯區水景社區發展協會,"17,254 人",臺中市北屯區水景里景和街130號,kuen9966@hotmail.com.tw,何明坤,理事長,04-24369223,北屯區
臺中市北屯區新平社區發展協會,"4,872 人",臺中市北屯區新平里中平路706號,,盧亭琪,理事長,(04)22919898,北屯區
